name	taxonomy_id	taxonomy_lvl	sample_A_num	sample_A_frac	sample_B_num	sample_B_frac	sample_C_num	sample_C_frac	sample_D_num	sample_D_frac	sample_E_num	sample_E_frac	sample_F_num	sample_F_frac
Streptococcus merionis	400065	S	1242	0.00002	708	0.00002	1639	0.00003	850	0.00002	1106	0.00002	755	0.00002
Streptococcus ferus	1345	S	1246	0.00002	852	0.00002	1068	0.00002	810	0.00002	1322	0.00003	721	0.00002
Streptococcus sp. HSISS3	1316412	S	1727	0.00003	966	0.00003	870	0.00002	1196	0.00003	1702	0.00004	807	0.00002
Streptococcus pasteurianus	197614	S	1733	0.00003	775	0.00002	526	0.00001	898	0.00002	973	0.00002	975	0.00003
Streptococcus sp. HSISS2	1316411	S	1562	0.00003	742	0.00002	1338	0.00003	843	0.00002	1599	0.00003	773	0.00002
Streptococcus acidominimus	1326	S	1069	0.00002	793	0.00002	820	0.00002	526	0.00001	1012	0.00002	670	0.00002
Streptococcus canis	1329	S	970	0.00002	678	0.00002	1030	0.00002	540	0.00001	874	0.00002	634	0.00002
Streptococcus urinalis	149016	S	963	0.00002	622	0.00002	930	0.00002	439	0.00001	824	0.00002	570	0.00002
Streptococcus iniae	1346	S	927	0.00002	543	0.00001	1189	0.00002	513	0.00001	786	0.00002	594	0.00002
Streptococcus parauberis	1348	S	960	0.00002	633	0.00002	1157	0.00002	527	0.00001	796	0.00002	558	0.00001
Streptococcus marmotae	1825069	S	907	0.00002	530	0.00001	1176	0.00002	612	0.00002	1103	0.00002	578	0.00002
Streptococcus halotolerans	1814128	S	888	0.00002	603	0.00002	963	0.00002	443	0.00001	862	0.00002	494	0.00001
Streptococcus sp. FDAARGOS_192	1839799	S	1117	0.00002	665	0.00002	1682	0.00003	730	0.00002	1033	0.00002	679	0.00002
Streptococcus gallolyticus	315405	S	34207	0.00062	19870	0.00053	43733	0.00082	20343	0.00053	53245	0.00113	22293	0.00059
Streptococcus sp. Z15	2173853	S	648	0.00001	340	0.00001	760	0.00001	319	0.00001	583	0.00001	325	0.00001
Streptococcus infantarius	102684	S	713	0.00001	400	0.00001	715	0.00001	424	0.00001	743	0.00002	418	0.00001
Streptococcus troglodytae	1111760	S	569	0.00001	413	0.00001	640	0.00001	338	0.00001	661	0.00001	326	0.00001
Streptococcus pantholopis	1811193	S	520	0.00001	354	0.00001	765	0.00001	322	0.00001	548	0.00001	313	0.00001
Streptococcus sp. HSISB1	1316409	S	437	0.00001	200	0.00001	410	0.00001	277	0.00001	372	0.00001	219	0.00001
Streptococcus pseudoporcinus	361101	S	416	0.00001	248	0.00001	186	0.00000	358	0.00001	305	0.00001	280	0.00001
Streptococcus sp. FDAARGOS_522	2420310	S	5206	0.00009	1333	0.00004	1951	0.00004	3780	0.00010	2673	0.00006	2400	0.00006
Streptococcus lutetiensis	150055	S	525	0.00001	158	0.00000	236	0.00000	255	0.00001	239	0.00001	326	0.00001
Streptococcus macedonicus	59310	S	163	0.00000	144	0.00000	368	0.00001	88	0.00000	150	0.00000	129	0.00000
Streptococcus sp. FDAARGOS_520	2420308	S	1836	0.00003	0	0.00000	0	0.00000	1299	0.00003	830	0.00002	815	0.00002
Streptococcus sp. HSISS1	1316410	S	133	0.00000	198	0.00001	2942	0.00006	0	0.00000	276	0.00001	0	0.00000
Lactococcus lactis	1358	S	492	0.00001	421	0.00001	901	0.00002	448	0.00001	483	0.00001	401	0.00001
Lactococcus piscium	1364	S	346	0.00001	188	0.00001	327	0.00001	306	0.00001	279	0.00001	229	0.00001
Lactococcus garvieae	1363	S	256	0.00000	161	0.00000	634	0.00001	256	0.00001	194	0.00000	149	0.00000
Lactococcus sp. 1JSPR-7	2419773	S	210	0.00000	137	0.00000	213	0.00000	146	0.00000	156	0.00000	117	0.00000
Lactococcus raffinolactis	1366	S	165	0.00000	96	0.00000	412	0.00001	128	0.00000	135	0.00000	108	0.00000
Lactobacillus pentosus	1589	S	427	0.00001	484	0.00001	358	0.00001	230	0.00001	415	0.00001	283	0.00001
Lactobacillus sakei	1599	S	399	0.00001	116	0.00000	378	0.00001	283	0.00001	317	0.00001	205	0.00001
Lactobacillus reuteri	1598	S	377	0.00001	210	0.00001	744	0.00001	242	0.00001	315	0.00001	191	0.00001
Lactobacillus salivarius	1624	S	334	0.00001	340	0.00001	353	0.00001	278	0.00001	471	0.00001	231	0.00001
Lactobacillus casei	1582	S	169	0.00000	110	0.00000	202	0.00000	383	0.00001	240	0.00001	147	0.00000
Lactobacillus paracasei	1597	S	186	0.00000	174	0.00000	203	0.00000	189	0.00000	229	0.00000	164	0.00000
Lactobacillus johnsonii	33959	S	277	0.00001	113	0.00000	182	0.00000	255	0.00001	231	0.00000	197	0.00001
Lactobacillus delbrueckii	1584	S	243	0.00000	161	0.00000	216	0.00000	221	0.00001	144	0.00000	141	0.00000
Lactobacillus acidophilus	1579	S	423	0.00001	130	0.00000	235	0.00000	314	0.00001	219	0.00000	256	0.00001
Lactobacillus murinus	1622	S	218	0.00000	88	0.00000	82	0.00000	154	0.00000	210	0.00000	145	0.00000
Lactobacillus fermentum	1613	S	214	0.00000	250	0.00001	297	0.00001	171	0.00000	186	0.00000	178	0.00000
Lactobacillus coryniformis	1610	S	204	0.00000	134	0.00000	289	0.00001	128	0.00000	167	0.00000	86	0.00000
Lactobacillus rhamnosus	47715	S	177	0.00000	112	0.00000	264	0.00000	119	0.00000	119	0.00000	65	0.00000
Lactobacillus paracollinoides	240427	S	174	0.00000	98	0.00000	448	0.00001	96	0.00000	116	0.00000	136	0.00000
Lactobacillus curvatus	28038	S	163	0.00000	77	0.00000	453	0.00001	132	0.00000	107	0.00000	82	0.00000
Lactobacillus plantarum	1590	S	624	0.00001	392	0.00001	1947	0.00004	655	0.00002	472	0.00001	401	0.00001
Lactobacillus agilis	1601	S	143	0.00000	101	0.00000	375	0.00001	140	0.00000	132	0.00000	87	0.00000
Lactobacillus brevis	1580	S	167	0.00000	141	0.00000	436	0.00001	181	0.00000	122	0.00000	93	0.00000
Lactobacillus mucosae	97478	S	138	0.00000	67	0.00000	522	0.00001	117	0.00000	104	0.00000	84	0.00000
Lactobacillus animalis	1605	S	139	0.00000	161	0.00000	79	0.00000	82	0.00000	60	0.00000	92	0.00000
Lactobacillus amylophilus	1603	S	135	0.00000	85	0.00000	355	0.00001	134	0.00000	67	0.00000	61	0.00000
Lactobacillus oligofermentans	293371	S	124	0.00000	34	0.00000	155	0.00000	116	0.00000	70	0.00000	65	0.00000
Lactobacillus sanfranciscensis	1625	S	120	0.00000	87	0.00000	235	0.00000	116	0.00000	98	0.00000	74	0.00000
Lactobacillus parabuchneri	152331	S	115	0.00000	139	0.00000	275	0.00001	70	0.00000	74	0.00000	79	0.00000
Lactobacillus sp. CBA3606	2099789	S	128	0.00000	64	0.00000	190	0.00000	89	0.00000	96	0.00000	59	0.00000
Lactobacillus sp. wkB8	1545702	S	166	0.00000	77	0.00000	21	0.00000	69	0.00000	165	0.00000	119	0.00000
Lactobacillus crispatus	47770	S	105	0.00000	63	0.00000	97	0.00000	91	0.00000	82	0.00000	34	0.00000
Lactobacillus jensenii	109790	S	92	0.00000	29	0.00000	127	0.00000	95	0.00000	80	0.00000	51	0.00000
Lactobacillus lindneri	53444	S	95	0.00000	29	0.00000	164	0.00000	63	0.00000	67	0.00000	53	0.00000
Lactobacillus amylovorus	1604	S	110	0.00000	35	0.00000	125	0.00000	77	0.00000	82	0.00000	44	0.00000
Lactobacillus paraplantarum	60520	S	104	0.00000	68	0.00000	113	0.00000	67	0.00000	81	0.00000	52	0.00000
Lactobacillus backii	375175	S	101	0.00000	47	0.00000	207	0.00000	89	0.00000	65	0.00000	49	0.00000
Lactobacillus hokkaidonensis	1193095	S	91	0.00000	38	0.00000	347	0.00001	107	0.00000	87	0.00000	54	0.00000
Lactobacillus acetotolerans	1600	S	88	0.00000	55	0.00000	164	0.00000	79	0.00000	59	0.00000	39	0.00000
Lactobacillus zymae	267363	S	87	0.00000	58	0.00000	39	0.00000	61	0.00000	75	0.00000	40	0.00000
Lactobacillus sp. HSLZ-75	1720083	S	74	0.00000	63	0.00000	68	0.00000	47	0.00000	77	0.00000	27	0.00000
Lactobacillus ginsenosidimutans	1007676	S	74	0.00000	24	0.00000	320	0.00001	78	0.00000	58	0.00000	57	0.00000
Lactobacillus koreensis	637971	S	66	0.00000	48	0.00000	251	0.00000	67	0.00000	47	0.00000	32	0.00000
Lactobacillus curieae	1138822	S	65	0.00000	24	0.00000	158	0.00000	52	0.00000	47	0.00000	45	0.00000
Lactobacillus acidipiscis	89059	S	70	0.00000	121	0.00000	40	0.00000	87	0.00000	68	0.00000	40	0.00000
Lactobacillus heilongjiangensis	1074467	S	64	0.00000	31	0.00000	132	0.00000	39	0.00000	64	0.00000	46	0.00000
Lactobacillus kullabergensis	1218493	S	62	0.00000	25	0.00000	40	0.00000	52	0.00000	24	0.00000	38	0.00000
Lactobacillus crustorum	392416	S	60	0.00000	23	0.00000	95	0.00000	54	0.00000	63	0.00000	22	0.00000
Lactobacillus buchneri	1581	S	55	0.00000	44	0.00000	139	0.00000	45	0.00000	47	0.00000	53	0.00000
Lactobacillus ruminis	1623	S	53	0.00000	69	0.00000	64	0.00000	57	0.00000	56	0.00000	47	0.00000
Lactobacillus alimentarius	1602	S	55	0.00000	46	0.00000	56	0.00000	89	0.00000	61	0.00000	62	0.00000
Lactobacillus apis	303541	S	50	0.00000	20	0.00000	61	0.00000	106	0.00000	76	0.00000	63	0.00000
Lactobacillus amylolyticus	83683	S	53	0.00000	32	0.00000	105	0.00000	62	0.00000	60	0.00000	39	0.00000
Lactobacillus kunkeei	148814	S	48	0.00000	32	0.00000	168	0.00000	53	0.00000	41	0.00000	21	0.00000
Lactobacillus sp. HBUAS52074	2304606	S	48	0.00000	27	0.00000	221	0.00000	50	0.00000	41	0.00000	23	0.00000
Lactobacillus sp. CBA3605	2099788	S	53	0.00000	66	0.00000	120	0.00000	63	0.00000	45	0.00000	34	0.00000
Lactobacillus allii	1847728	S	47	0.00000	54	0.00000	81	0.00000	61	0.00000	40	0.00000	38	0.00000
Lactobacillus sp. BHWM-4	2419772	S	46	0.00000	40	0.00000	99	0.00000	51	0.00000	62	0.00000	39	0.00000
Lactobacillus bombi	1303590	S	45	0.00000	11	0.00000	25	0.00000	28	0.00000	38	0.00000	26	0.00000
Lactobacillus fuchuensis	164393	S	43	0.00000	45	0.00000	108	0.00000	72	0.00000	32	0.00000	33	0.00000
Lactobacillus terrae	2269374	S	38	0.00000	19	0.00000	83	0.00000	31	0.00000	54	0.00000	37	0.00000
Lactobacillus farciminis	1612	S	38	0.00000	21	0.00000	54	0.00000	25	0.00000	37	0.00000	18	0.00000
Lactobacillus gasseri	1596	S	114	0.00000	95	0.00000	376	0.00001	196	0.00001	63	0.00000	60	0.00000
Lactobacillus helsingborgensis	1218494	S	51	0.00000	45	0.00000	0	0.00000	0	0.00000	24	0.00000	18	0.00000
Lactobacillus paragasseri	2107999	S	98	0.00000	0	0.00000	82	0.00000	84	0.00000	118	0.00000	70	0.00000
Lactobacillus kefiranofaciens	267818	S	23	0.00000	13	0.00000	34	0.00000	23	0.00000	28	0.00000	0	0.00000
Lactobacillus helveticus	1587	S	33	0.00000	41	0.00000	149	0.00000	48	0.00000	0	0.00000	0	0.00000
Pediococcus pentosaceus	1255	S	148	0.00000	69	0.00000	351	0.00001	99	0.00000	127	0.00000	85	0.00000
Pediococcus damnosus	51663	S	122	0.00000	68	0.00000	142	0.00000	100	0.00000	81	0.00000	73	0.00000
Pediococcus acidilactici	1254	S	90	0.00000	46	0.00000	200	0.00000	103	0.00000	86	0.00000	51	0.00000
Pediococcus inopinatus	114090	S	89	0.00000	43	0.00000	281	0.00001	111	0.00000	71	0.00000	60	0.00000
Pediococcus claussenii	187452	S	59	0.00000	37	0.00000	157	0.00000	106	0.00000	58	0.00000	59	0.00000
Enterococcus faecium	1352	S	2875	0.00005	27706	0.00074	31487	0.00059	2200	0.00006	2679	0.00006	1776	0.00005
Enterococcus faecalis	1351	S	491	0.00001	234	0.00001	1552	0.00003	477	0.00001	361	0.00001	322	0.00001
Enterococcus cecorum	44008	S	445	0.00001	184	0.00000	1501	0.00003	452	0.00001	327	0.00001	247	0.00001
Enterococcus wangshanyuanii	2005703	S	308	0.00001	164	0.00000	900	0.00002	295	0.00001	215	0.00000	131	0.00000
Enterococcus mundtii	53346	S	237	0.00000	155	0.00000	696	0.00001	196	0.00001	239	0.00001	153	0.00000
Enterococcus thailandicus	417368	S	228	0.00000	107	0.00000	534	0.00001	248	0.00001	172	0.00000	105	0.00000
Enterococcus gilvus	160453	S	230	0.00000	69	0.00000	517	0.00001	140	0.00000	211	0.00000	114	0.00000
Enterococcus avium	33945	S	225	0.00000	170	0.00000	704	0.00001	274	0.00001	192	0.00000	126	0.00000
Enterococcus hirae	1354	S	158	0.00000	109	0.00000	277	0.00001	145	0.00000	137	0.00000	95	0.00000
Enterococcus sp. FDAARGOS_375	2060307	S	163	0.00000	131	0.00000	165	0.00000	75	0.00000	118	0.00000	132	0.00000
Enterococcus casseliflavus	37734	S	136	0.00000	29	0.00000	266	0.00001	253	0.00001	180	0.00000	111	0.00000
Enterococcus durans	53345	S	177	0.00000	53	0.00000	1176	0.00002	207	0.00001	155	0.00000	104	0.00000
Enterococcus sp. CR-Ec1	2057791	S	163	0.00000	40	0.00000	269	0.00001	161	0.00000	121	0.00000	42	0.00000
Enterococcus sp. HSIEG1	1316414	S	256	0.00000	136	0.00000	148	0.00000	174	0.00000	188	0.00000	125	0.00000
Enterococcus sp. M190262	2582830	S	35	0.00000	0	0.00000	101	0.00000	91	0.00000	44	0.00000	0	0.00000
Vagococcus teuberi	519472	S	376	0.00001	154	0.00000	1309	0.00002	358	0.00001	256	0.00001	193	0.00001
Vagococcus sp. MN-17	2571750	S	436	0.00001	216	0.00001	1593	0.00003	490	0.00001	333	0.00001	287	0.00001
Vagococcus sp. CF-49	2562451	S	373	0.00001	129	0.00000	1006	0.00002	347	0.00001	271	0.00001	212	0.00001
Vagococcus penaei	633807	S	224	0.00000	144	0.00000	612	0.00001	245	0.00001	175	0.00000	146	0.00000
Tetragenococcus halophilus	51669	S	216	0.00000	148	0.00000	432	0.00001	221	0.00001	202	0.00000	158	0.00000
Tetragenococcus osmophilus	526944	S	165	0.00000	90	0.00000	540	0.00001	203	0.00001	149	0.00000	107	0.00000
Tetragenococcus koreensis	290335	S	132	0.00000	95	0.00000	263	0.00000	115	0.00000	93	0.00000	72	0.00000
Melissococcus plutonius	33970	S	120	0.00000	31	0.00000	179	0.00000	76	0.00000	107	0.00000	74	0.00000
Carnobacterium divergens	2748	S	434	0.00001	221	0.00001	1379	0.00003	496	0.00001	384	0.00001	262	0.00001
Carnobacterium maltaromaticum	2751	S	407	0.00001	279	0.00001	1175	0.00002	378	0.00001	310	0.00001	221	0.00001
Carnobacterium inhibens	147709	S	421	0.00001	215	0.00001	950	0.00002	266	0.00001	222	0.00000	229	0.00001
Carnobacterium sp. 17-4	208596	S	305	0.00001	103	0.00000	1019	0.00002	317	0.00001	253	0.00001	181	0.00000
Carnobacterium sp. CP1	1564681	S	159	0.00000	97	0.00000	461	0.00001	160	0.00000	164	0.00000	87	0.00000
Jeotgalibaca sp. H21T32	2496265	S	551	0.00001	339	0.00001	1486	0.00003	632	0.00002	448	0.00001	331	0.00001
Jeotgalibaca sp. PTS2502	1903686	S	467	0.00001	218	0.00001	1890	0.00004	535	0.00001	427	0.00001	308	0.00001
Jeotgalibaca dankookensis	708126	S	168	0.00000	122	0.00000	499	0.00001	218	0.00001	149	0.00000	127	0.00000
Marinilactibacillus sp. 15R	1911586	S	291	0.00001	172	0.00000	585	0.00001	323	0.00001	187	0.00000	138	0.00000
Aerococcus urinae	1376	S	436	0.00001	214	0.00001	781	0.00001	391	0.00001	283	0.00001	239	0.00001
Aerococcus sanguinicola	119206	S	419	0.00001	259	0.00001	1510	0.00003	478	0.00001	322	0.00001	264	0.00001
Aerococcus urinaeequi	51665	S	463	0.00001	220	0.00001	1235	0.00002	443	0.00001	321	0.00001	260	0.00001
Aerococcus christensenii	87541	S	124	0.00000	92	0.00000	348	0.00001	164	0.00000	118	0.00000	72	0.00000
Aerococcus viridans	1377	S	232	0.00000	136	0.00000	1108	0.00002	303	0.00001	194	0.00000	117	0.00000
Aerococcus urinaehominis	128944	S	101	0.00000	89	0.00000	413	0.00001	133	0.00000	74	0.00000	59	0.00000
Aerococcaceae bacterium ZY16052	2036206	S	648	0.00001	457	0.00001	1763	0.00003	796	0.00002	448	0.00001	322	0.00001
Weissella confusa	1583	S	162	0.00000	81	0.00000	236	0.00000	115	0.00000	91	0.00000	74	0.00000
Weissella paramesenteroides	1249	S	121	0.00000	59	0.00000	324	0.00001	153	0.00000	83	0.00000	45	0.00000
Weissella cibaria	137591	S	87	0.00000	61	0.00000	138	0.00000	68	0.00000	104	0.00000	49	0.00000
Weissella jogaejeotgali	1631871	S	84	0.00000	70	0.00000	49	0.00000	41	0.00000	75	0.00000	49	0.00000
Weissella sp. 26KH-42	2506420	S	66	0.00000	57	0.00000	168	0.00000	84	0.00000	53	0.00000	54	0.00000
Weissella soli	155866	S	47	0.00000	39	0.00000	43	0.00000	86	0.00000	42	0.00000	42	0.00000
Weissella koreensis	165096	S	51	0.00000	69	0.00000	132	0.00000	64	0.00000	56	0.00000	37	0.00000
Weissella ceti	759620	S	41	0.00000	21	0.00000	71	0.00000	38	0.00000	31	0.00000	29	0.00000
Weissella viridescens	1629	S	30	0.00000	20	0.00000	70	0.00000	39	0.00000	24	0.00000	12	0.00000
Leuconostoc mesenteroides	1245	S	223	0.00000	163	0.00000	181	0.00000	202	0.00001	135	0.00000	159	0.00000
Leuconostoc citreum	33964	S	115	0.00000	91	0.00000	92	0.00000	86	0.00000	77	0.00000	85	0.00000
Leuconostoc gelidum	1244	S	69	0.00000	39	0.00000	39	0.00000	55	0.00000	43	0.00000	39	0.00000
Leuconostoc carnosum	1252	S	50	0.00000	26	0.00000	96	0.00000	40	0.00000	50	0.00000	27	0.00000
Leuconostoc suionicum	1511761	S	42	0.00000	35	0.00000	171	0.00000	86	0.00000	42	0.00000	38	0.00000
Leuconostoc lactis	1246	S	28	0.00000	0	0.00000	0	0.00000	32	0.00000	42	0.00000	40	0.00000
Leuconostoc sp. C2	979982	S	110	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Oenococcus oeni	1247	S	146	0.00000	61	0.00000	293	0.00001	112	0.00000	119	0.00000	60	0.00000
Oenococcus sicerae	2203724	S	32	0.00000	25	0.00000	17	0.00000	33	0.00000	28	0.00000	38	0.00000
Oenococcus kitaharae	336988	S	22	0.00000	23	0.00000	18	0.00000	24	0.00000	37	0.00000	19	0.00000
Oenococcus sp. UCMA 16435	2259623	S	29	0.00000	19	0.00000	57	0.00000	115	0.00000	50	0.00000	43	0.00000
Staphylococcus aureus	1280	S	52479	0.00095	41409	0.00111	35290	0.00066	35128	0.00092	70752	0.00150	38548	0.00102
Staphylococcus pseudintermedius	283734	S	324	0.00001	250	0.00001	28	0.00000	256	0.00001	99	0.00000	227	0.00001
Staphylococcus haemolyticus	1283	S	161	0.00000	42	0.00000	155	0.00000	123	0.00000	99	0.00000	63	0.00000
Staphylococcus agnetis	985762	S	154	0.00000	49	0.00000	72	0.00000	186	0.00000	106	0.00000	69	0.00000
Staphylococcus pettenkoferi	170573	S	149	0.00000	62	0.00000	280	0.00001	170	0.00000	141	0.00000	87	0.00000
Staphylococcus hominis	1290	S	134	0.00000	54	0.00000	172	0.00000	142	0.00000	84	0.00000	75	0.00000
Staphylococcus xylosus	1288	S	125	0.00000	72	0.00000	178	0.00000	110	0.00000	126	0.00000	81	0.00000
Staphylococcus epidermidis	1282	S	130	0.00000	170	0.00000	232	0.00000	97	0.00000	108	0.00000	71	0.00000
Staphylococcus muscae	1294	S	117	0.00000	44	0.00000	267	0.00001	109	0.00000	78	0.00000	64	0.00000
Staphylococcus simiae	308354	S	117	0.00000	45	0.00000	367	0.00001	145	0.00000	96	0.00000	79	0.00000
Staphylococcus stepanovicii	643214	S	102	0.00000	37	0.00000	185	0.00000	75	0.00000	61	0.00000	48	0.00000
Staphylococcus saprophyticus	29385	S	103	0.00000	125	0.00000	144	0.00000	95	0.00000	110	0.00000	58	0.00000
Staphylococcus equorum	246432	S	110	0.00000	36	0.00000	142	0.00000	73	0.00000	52	0.00000	55	0.00000
Staphylococcus sp. SDB 2975	2044912	S	91	0.00000	71	0.00000	35	0.00000	50	0.00000	50	0.00000	88	0.00000
Staphylococcus felis	46127	S	88	0.00000	44	0.00000	148	0.00000	61	0.00000	81	0.00000	54	0.00000
Staphylococcus sciuri	1296	S	87	0.00000	42	0.00000	171	0.00000	90	0.00000	92	0.00000	43	0.00000
Staphylococcus nepalensis	214473	S	85	0.00000	41	0.00000	154	0.00000	63	0.00000	76	0.00000	16	0.00000
Staphylococcus hyicus	1284	S	89	0.00000	65	0.00000	34	0.00000	92	0.00000	117	0.00000	49	0.00000
Staphylococcus schleiferi	1295	S	76	0.00000	66	0.00000	202	0.00000	74	0.00000	58	0.00000	34	0.00000
Staphylococcus argenteus	985002	S	75	0.00000	35	0.00000	61	0.00000	93	0.00000	69	0.00000	27	0.00000
Staphylococcus cohnii	29382	S	72	0.00000	52	0.00000	74	0.00000	93	0.00000	67	0.00000	42	0.00000
Staphylococcus caprae	29380	S	66	0.00000	22	0.00000	107	0.00000	85	0.00000	71	0.00000	65	0.00000
Staphylococcus delphini	53344	S	65	0.00000	19	0.00000	14	0.00000	23	0.00000	43	0.00000	31	0.00000
Staphylococcus lugdunensis	28035	S	64	0.00000	46	0.00000	96	0.00000	53	0.00000	55	0.00000	42	0.00000
Staphylococcus kloosii	29384	S	63	0.00000	18	0.00000	233	0.00000	112	0.00000	99	0.00000	44	0.00000
Staphylococcus schweitzeri	1654388	S	55	0.00000	19	0.00000	62	0.00000	40	0.00000	44	0.00000	34	0.00000
Staphylococcus pasteuri	45972	S	56	0.00000	55	0.00000	106	0.00000	49	0.00000	97	0.00000	34	0.00000
Staphylococcus auricularis	29379	S	48	0.00000	57	0.00000	89	0.00000	55	0.00000	62	0.00000	48	0.00000
Staphylococcus capitis	29388	S	48	0.00000	65	0.00000	64	0.00000	62	0.00000	47	0.00000	37	0.00000
Staphylococcus warneri	1292	S	568	0.00001	0	0.00000	99	0.00000	235	0.00001	238	0.00001	502	0.00001
Staphylococcus condimenti	70255	S	42	0.00000	14	0.00000	44	0.00000	39	0.00000	37	0.00000	21	0.00000
Staphylococcus succinus	61015	S	40	0.00000	30	0.00000	129	0.00000	45	0.00000	50	0.00000	31	0.00000
Staphylococcus carnosus	1281	S	38	0.00000	30	0.00000	83	0.00000	42	0.00000	32	0.00000	28	0.00000
Staphylococcus piscifermentans	70258	S	34	0.00000	19	0.00000	66	0.00000	31	0.00000	17	0.00000	25	0.00000
Staphylococcus simulans	1286	S	40	0.00000	31	0.00000	111	0.00000	60	0.00000	45	0.00000	34	0.00000
Staphylococcus sp. M0911	2025492	S	43	0.00000	0	0.00000	0	0.00000	19	0.00000	32	0.00000	26	0.00000
Staphylococcus lutrae	155085	S	26	0.00000	11	0.00000	32	0.00000	19	0.00000	33	0.00000	19	0.00000
Macrococcus canis	1855823	S	152	0.00000	60	0.00000	328	0.00001	183	0.00000	96	0.00000	114	0.00000
Macrococcus sp. IME1552	1898474	S	127	0.00000	38	0.00000	290	0.00001	103	0.00000	95	0.00000	78	0.00000
Macrococcus caseolyticus	69966	S	126	0.00000	46	0.00000	295	0.00001	113	0.00000	88	0.00000	70	0.00000
Salinicoccus halodurans	407035	S	145	0.00000	134	0.00000	91	0.00000	154	0.00000	189	0.00000	77	0.00000
Auricoccus indicus	1849491	S	88	0.00000	58	0.00000	333	0.00001	105	0.00000	113	0.00000	55	0.00000
Jeotgalicoccus saudimassiliensis	1461582	S	82	0.00000	93	0.00000	113	0.00000	52	0.00000	41	0.00000	54	0.00000
Gemella morbillorum	29391	S	26666	0.00048	8744	0.00023	12940	0.00024	34389	0.00090	20282	0.00043	9504	0.00025
Gemella sp. oral taxon 928	1785995	S	3453	0.00006	2275	0.00006	2283	0.00004	2770	0.00007	2524	0.00005	1493	0.00004
Gemella haemolysans	1379	S	1608	0.00003	1537	0.00004	2736	0.00005	1317	0.00003	1821	0.00004	1155	0.00003
Gemella sp. ND 6198	2040624	S	960	0.00002	453	0.00001	225	0.00000	691	0.00002	926	0.00002	503	0.00001
Exiguobacterium sp. AT1b	360911	S	149	0.00000	178	0.00000	141	0.00000	100	0.00000	80	0.00000	97	0.00000
Exiguobacterium sp. N4-1P	2051906	S	108	0.00000	126	0.00000	153	0.00000	70	0.00000	103	0.00000	96	0.00000
Exiguobacterium mexicanum	340146	S	83	0.00000	116	0.00000	52	0.00000	65	0.00000	49	0.00000	42	0.00000
Exiguobacterium antarcticum	132920	S	66	0.00000	133	0.00000	27	0.00000	46	0.00000	63	0.00000	32	0.00000
Exiguobacterium sp. MH3	1399115	S	99	0.00000	87	0.00000	69	0.00000	69	0.00000	76	0.00000	63	0.00000
Exiguobacterium sibiricum	332410	S	43	0.00000	59	0.00000	101	0.00000	58	0.00000	34	0.00000	46	0.00000
Bacillus cereus	1396	S	598	0.00001	527	0.00001	982	0.00002	499	0.00001	416	0.00001	458	0.00001
Bacillus thuringiensis	1428	S	527	0.00001	486	0.00001	942	0.00002	427	0.00001	424	0.00001	851	0.00002
Bacillus cytotoxicus	580165	S	208	0.00000	131	0.00000	141	0.00000	116	0.00000	178	0.00000	99	0.00000
Bacillus pseudomycoides	64104	S	123	0.00000	83	0.00000	65	0.00000	87	0.00000	87	0.00000	88	0.00000
Bacillus mycoides	1405	S	64	0.00000	28	0.00000	49	0.00000	39	0.00000	63	0.00000	37	0.00000
Bacillus anthracis	1392	S	387	0.00001	483	0.00001	839	0.00002	280	0.00001	306	0.00001	381	0.00001
Bacillus albus	2026189	S	35	0.00000	16	0.00000	0	0.00000	37	0.00000	33	0.00000	36	0.00000
Bacillus mobilis	2026190	S	23	0.00000	14	0.00000	0	0.00000	25	0.00000	26	0.00000	14	0.00000
Bacillus subtilis	1423	S	7210	0.00013	9814	0.00026	3166	0.00006	3894	0.00010	8600	0.00018	1693	0.00004
Bacillus velezensis	492670	S	204	0.00000	159	0.00000	376	0.00001	140	0.00000	185	0.00000	215	0.00001
Bacillus amyloliquefaciens	1390	S	171	0.00000	191	0.00001	215	0.00000	181	0.00000	143	0.00000	82	0.00000
Bacillus sonorensis	119858	S	71	0.00000	140	0.00000	38	0.00000	48	0.00000	38	0.00000	61	0.00000
Bacillus vallismortis	72361	S	70	0.00000	53	0.00000	149	0.00000	46	0.00000	85	0.00000	34	0.00000
Bacillus halotolerans	260554	S	46	0.00000	71	0.00000	15	0.00000	44	0.00000	41	0.00000	41	0.00000
Bacillus licheniformis	1402	S	61	0.00000	37	0.00000	17	0.00000	0	0.00000	31	0.00000	32	0.00000
Bacillus atrophaeus	1452	S	26	0.00000	32	0.00000	20	0.00000	16	0.00000	22	0.00000	24	0.00000
Bacillus paralicheniformis	1648923	S	17	0.00000	0	0.00000	49	0.00000	0	0.00000	20	0.00000	0	0.00000
Bacillus coagulans	1398	S	329	0.00001	265	0.00001	284	0.00001	192	0.00001	300	0.00001	216	0.00001
Bacillus freudenreichii	1783501	S	223	0.00000	178	0.00000	46	0.00000	235	0.00001	206	0.00000	152	0.00000
Bacillus oceanisediminis	665099	S	211	0.00000	183	0.00000	201	0.00000	141	0.00000	209	0.00000	124	0.00000
Bacillus mesonae	1193713	S	175	0.00000	158	0.00000	211	0.00000	151	0.00000	157	0.00000	161	0.00000
